Algorithm,Seed,NodeID,DeathRound
Proposed,2,65,719
Proposed,2,66,711
Proposed,2,67,710
Proposed,2,68,716
Proposed,2,69,714
Proposed,2,70,678
Proposed,2,71,714
Proposed,2,72,709
Proposed,2,73,659
Proposed,2,74,697
Proposed,2,75,718
Proposed,2,76,702
Proposed,2,77,715
Proposed,2,78,719
Proposed,2,79,720
Proposed,2,80,703
Proposed,2,81,706
Proposed,2,82,712
Proposed,2,83,707
Proposed,2,84,718
Proposed,2,85,714
Proposed,2,86,708
Proposed,2,87,712
Proposed,2,88,693
Proposed,2,89,711
Proposed,2,90,689
Proposed,2,91,722
Proposed,2,92,661
Proposed,2,93,714
Proposed,2,94,706
Proposed,2,95,719
Proposed,2,96,710
Proposed,2,97,718
Proposed,2,98,712
Proposed,2,99,716
Proposed,3,0,735
Proposed,3,1,609
Proposed,3,2,726
Proposed,3,3,720
Proposed,3,4,720
Proposed,3,5,723
Proposed,3,6,713
Proposed,3,7,722
Proposed,3,8,735
Proposed,3,9,727
Proposed,3,10,693
Proposed,3,11,719
Proposed,3,12,724
Proposed,3,13,717
Proposed,3,14,725
Proposed,3,15,734
Proposed,3,16,727
Proposed,3,17,719
Proposed,3,18,720
Proposed,3,19,737
Proposed,3,20,724
Proposed,3,21,729
Proposed,3,22,725
Proposed,3,23,732
Proposed,3,24,720
Proposed,3,25,725
Proposed,3,26,723
Proposed,3,27,724
Proposed,3,28,730
Proposed,3,29,670
Proposed,3,30,736
Proposed,3,31,728
Proposed,3,32,726
Proposed,3,33,711
Proposed,3,34,723
Proposed,3,35,717
Proposed,3,36,725
Proposed,3,37,721
Proposed,3,38,639
Proposed,3,39,717
Proposed,3,40,685
Proposed,3,41,727
Proposed,3,42,723
Proposed,3,43,726
Proposed,3,44,669
Proposed,3,45,727
Proposed,3,46,722
Proposed,3,47,732
Proposed,3,48,713
Proposed,3,49,720
Proposed,3,50,721
Proposed,3,51,699
Proposed,3,52,724
Proposed,3,53,694
Proposed,3,54,731
Proposed,3,55,716
Proposed,3,56,677
Proposed,3,57,722
Proposed,3,58,721
Proposed,3,59,734
Proposed,3,60,714
Proposed,3,61,708
Proposed,3,62,718
Proposed,3,63,724
Proposed,3,64,718
Proposed,3,65,724
Proposed,3,66,721
Proposed,3,67,689
Proposed,3,68,721
Proposed,3,69,719
Proposed,3,70,712
Proposed,3,71,720
Proposed,3,72,723
Proposed,3,73,719
Proposed,3,74,705
Proposed,3,75,729
Proposed,3,76,730
Proposed,3,77,724
Proposed,3,78,713
Proposed,3,79,724
Proposed,3,80,731
Proposed,3,81,725
Proposed,3,82,723
Proposed,3,83,740
Proposed,3,84,737
Proposed,3,85,723
Proposed,3,86,704
Proposed,3,87,731
Proposed,3,88,716
Proposed,3,89,641
Proposed,3,90,697
Proposed,3,91,676
Proposed,3,92,721
Proposed,3,93,725
Proposed,3,94,692
Proposed,3,95,616
Proposed,3,96,720
Proposed,3,97,719
Proposed,3,98,713
Proposed,3,99,733
Proposed,4,0,715
Proposed,4,1,690
Proposed,4,2,712
Proposed,4,3,723
Proposed,4,4,713
Proposed,4,5,701
Proposed,4,6,668
Proposed,4,7,690
Proposed,4,8,708
Proposed,4,9,720
Proposed,4,10,636
Proposed,4,11,710
Proposed,4,12,721
Proposed,4,13,712
Proposed,4,14,701
Proposed,4,15,715
Proposed,4,16,707
Proposed,4,17,721
Proposed,4,18,715
Proposed,4,19,708
Proposed,4,20,700
Proposed,4,21,710
Proposed,4,22,701
Proposed,4,23,702
Proposed,4,24,716
Proposed,4,25,701
Proposed,4,26,720
Proposed,4,27,712
Proposed,4,28,714
Proposed,4,29,716
Proposed,4,30,710
Proposed,4,31,705
Proposed,4,32,719
Proposed,4,33,716
Proposed,4,34,660
Proposed,4,35,713
Proposed,4,36,718
Proposed,4,37,716
Proposed,4,38,681
Proposed,4,39,711
Proposed,4,40,700
Proposed,4,41,727
Proposed,4,42,715
Proposed,4,43,717
Proposed,4,44,705
Proposed,4,45,700
Proposed,4,46,711
Proposed,4,47,717
Proposed,4,48,709
Proposed,4,49,711
Proposed,4,50,712
Proposed,4,51,713
Proposed,4,52,705
Proposed,4,53,708
Proposed,4,54,716
Proposed,4,55,687
Proposed,4,56,707
Proposed,4,57,654
Proposed,4,58,705
Proposed,4,59,716
Proposed,4,60,709
Proposed,4,61,625
Proposed,4,62,715
Proposed,4,63,707
Proposed,4,64,709
Proposed,4,65,714
Proposed,4,66,708
Proposed,4,67,654
Proposed,4,68,709
Proposed,4,69,717
Proposed,4,70,718
Proposed,4,71,664
Proposed,4,72,714
Proposed,4,73,713
Proposed,4,74,657
Proposed,4,75,716
Proposed,4,76,713
Proposed,4,77,713
Proposed,4,78,710
Proposed,4,79,696
Proposed,4,80,717
Proposed,4,81,712
Proposed,4,82,716
Proposed,4,83,708
Proposed,4,84,706
Proposed,4,85,707
Proposed,4,86,723
Proposed,4,87,710
Proposed,4,88,707
Proposed,4,89,712
Proposed,4,90,713
Proposed,4,91,718
Proposed,4,92,709
Proposed,4,93,713
Proposed,4,94,705
Proposed,4,95,644
Proposed,4,96,709
Proposed,4,97,703
Proposed,4,98,714
Proposed,4,99,713
Proposed,5,0,708
Proposed,5,1,708
Proposed,5,2,718
Proposed,5,3,698
Proposed,5,4,709
Proposed,5,5,716
Proposed,5,6,700
Proposed,5,7,704
Proposed,5,8,690
Proposed,5,9,711
Proposed,5,10,702
Proposed,5,11,697
Proposed,5,12,710
Proposed,5,13,701
Proposed,5,14,713
Proposed,5,15,705
Proposed,5,16,715
Proposed,5,17,710
Proposed,5,18,695
Proposed,5,19,648
Proposed,5,20,643
Proposed,5,21,691
Proposed,5,22,706
Proposed,5,23,707
Proposed,5,24,709
Proposed,5,25,715
Proposed,5,26,664
Proposed,5,27,664
Proposed,5,28,706
Proposed,5,29,710
Proposed,5,30,701
Proposed,5,31,706
Proposed,5,32,704
Proposed,5,33,711
Proposed,5,34,704
Proposed,5,35,711
Proposed,5,36,711
Proposed,5,37,709
Proposed,5,38,718
Proposed,5,39,673
Proposed,5,40,718
Proposed,5,41,706
Proposed,5,42,706
Proposed,5,43,703
Proposed,5,44,700
Proposed,5,45,706
Proposed,5,46,707
Proposed,5,47,715
Proposed,5,48,692
Proposed,5,49,658
Proposed,5,50,710
Proposed,5,51,703
Proposed,5,52,706
Proposed,5,53,690
Proposed,5,54,699
Proposed,5,55,701
Proposed,5,56,717
Proposed,5,57,707
Proposed,5,58,705
Proposed,5,59,706
Proposed,5,60,706
Proposed,5,61,717
Proposed,5,62,714
Proposed,5,63,717
Proposed,5,64,708
Proposed,5,65,708
Proposed,5,66,707
Proposed,5,67,707
Proposed,5,68,699
Proposed,5,69,716
Proposed,5,70,656
Proposed,5,71,715
Proposed,5,72,717
Proposed,5,73,699
Proposed,5,74,673
Proposed,5,75,660
Proposed,5,76,714
Proposed,5,77,702
Proposed,5,78,718
Proposed,5,79,707
Proposed,5,80,717
Proposed,5,81,707
Proposed,5,82,696
Proposed,5,83,696
Proposed,5,84,711
Proposed,5,85,648
Proposed,5,86,713
Proposed,5,87,706
Proposed,5,88,707
Proposed,5,89,698
Proposed,5,90,712
Proposed,5,91,702
Proposed,5,92,703
Proposed,5,93,718
Proposed,5,94,709
Proposed,5,95,706
Proposed,5,96,707
Proposed,5,97,702
Proposed,5,98,660
Proposed,5,99,684
Proposed,6,0,697
Proposed,6,1,707
Proposed,6,2,718
Proposed,6,3,710
Proposed,6,4,708
Proposed,6,5,724
Proposed,6,6,690
Proposed,6,7,680
Proposed,6,8,713
Proposed,6,9,706
Proposed,6,10,724
Proposed,6,11,715
Proposed,6,12,711
Proposed,6,13,719
Proposed,6,14,714
Proposed,6,15,716
Proposed,6,16,725
Proposed,6,17,711
Proposed,6,18,718
Proposed,6,19,685
Proposed,6,20,712
Proposed,6,21,716
Proposed,6,22,707
Proposed,6,23,703
Proposed,6,24,705
Proposed,6,25,706
Proposed,6,26,715
Proposed,6,27,563
Proposed,6,28,708
Proposed,6,29,707
Proposed,6,30,669
Proposed,6,31,697
Proposed,6,32,722
Proposed,6,33,699
Proposed,6,34,715
Proposed,6,35,702
Proposed,6,36,697
Proposed,6,37,717
Proposed,6,38,698
Proposed,6,39,711
Proposed,6,40,704
Proposed,6,41,716
Proposed,6,42,698
Proposed,6,43,705
Proposed,6,44,709
Proposed,6,45,710
Proposed,6,46,718
Proposed,6,47,721
Proposed,6,48,722
Proposed,6,49,718
Proposed,6,50,695
Proposed,6,51,702
Proposed,6,52,709
Proposed,6,53,710
Proposed,6,54,709
Proposed,6,55,710
Proposed,6,56,695
Proposed,6,57,711
Proposed,6,58,713
Proposed,6,59,721
Proposed,6,60,723
Proposed,6,61,704
Proposed,6,62,710
Proposed,6,63,708
Proposed,6,64,704
Proposed,6,65,702
Proposed,6,66,717
Proposed,6,67,679
Proposed,6,68,678
Proposed,6,69,711
Proposed,6,70,704
Proposed,6,71,704
Proposed,6,72,711
Proposed,6,73,702
Proposed,6,74,707
Proposed,6,75,707
Proposed,6,76,717
Proposed,6,77,719
Proposed,6,78,707
Proposed,6,79,711
Proposed,6,80,715
Proposed,6,81,719
Proposed,6,82,630
Proposed,6,83,705
Proposed,6,84,714
Proposed,6,85,709
Proposed,6,86,702
Proposed,6,87,699
Proposed,6,88,711
Proposed,6,89,709
Proposed,6,90,706
Proposed,6,91,715
Proposed,6,92,710
Proposed,6,93,724
Proposed,6,94,711
Proposed,6,95,710
Proposed,6,96,677
Proposed,6,97,721
Proposed,6,98,710
Proposed,6,99,684
Proposed,7,0,700
Proposed,7,1,690
Proposed,7,2,691
Proposed,7,3,711
Proposed,7,4,696
Proposed,7,5,697
Proposed,7,6,702
Proposed,7,7,707
Proposed,7,8,699
Proposed,7,9,697
Proposed,7,10,706
Proposed,7,11,701
Proposed,7,12,704
Proposed,7,13,705
Proposed,7,14,696
Proposed,7,15,707
Proposed,7,16,707
Proposed,7,17,708
Proposed,7,18,688
Proposed,7,19,705
Proposed,7,20,698
Proposed,7,21,714
Proposed,7,22,701
Proposed,7,23,694
Proposed,7,24,703
Proposed,7,25,689
Proposed,7,26,706
Proposed,7,27,703
Proposed,7,28,706
Proposed,7,29,674
Proposed,7,30,697
Proposed,7,31,695
Proposed,7,32,686
Proposed,7,33,700
Proposed,7,34,705
Proposed,7,35,710
Proposed,7,36,703
Proposed,7,37,673
Proposed,7,38,695
Proposed,7,39,705
Proposed,7,40,711
Proposed,7,41,690
Proposed,7,42,707
Proposed,7,43,701
Proposed,7,44,698
Proposed,7,45,684
Proposed,7,46,684
Proposed,7,47,700
Proposed,7,48,692
Proposed,7,49,692
Proposed,7,50,703
Proposed,7,51,691
Proposed,7,52,708
Proposed,7,53,698
Proposed,7,54,697
Proposed,7,55,690
Proposed,7,56,701
Proposed,7,57,707
Proposed,7,58,701
Proposed,7,59,689
Proposed,7,60,707
Proposed,7,61,695
Proposed,7,62,689
Proposed,7,63,687
Proposed,7,64,708
Proposed,7,65,669
Proposed,7,66,704
Proposed,7,67,697
Proposed,7,68,708
Proposed,7,69,703
Proposed,7,70,748
Proposed,7,71,698
Proposed,7,72,706
Proposed,7,73,693
Proposed,7,74,688
Proposed,7,75,699
Proposed,7,76,709
Proposed,7,77,705
Proposed,7,78,704
Proposed,7,79,705
Proposed,7,80,707
Proposed,7,81,691
Proposed,7,82,676
Proposed,7,83,698
Proposed,7,84,702
Proposed,7,85,707
Proposed,7,86,700
Proposed,7,87,695
Proposed,7,88,700
Proposed,7,89,707
Proposed,7,90,704
Proposed,7,91,706
Proposed,7,92,667
Proposed,7,93,697
Proposed,7,94,685
Proposed,7,95,702
Proposed,7,96,699
Proposed,7,97,689
Proposed,7,98,702
Proposed,7,99,694
Proposed,8,0,729
Proposed,8,1,711
Proposed,8,2,723
Proposed,8,3,709
Proposed,8,4,724
Proposed,8,5,710
Proposed,8,6,713
Proposed,8,7,712
Proposed,8,8,711
Proposed,8,9,708
Proposed,8,10,715
Proposed,8,11,615
Proposed,8,12,714
Proposed,8,13,712
Proposed,8,14,700
Proposed,8,15,705
Proposed,8,16,708
Proposed,8,17,705
Proposed,8,18,712
Proposed,8,19,728
Proposed,8,20,720
Proposed,8,21,713
Proposed,8,22,701
Proposed,8,23,717
Proposed,8,24,714
Proposed,8,25,721
Proposed,8,26,724
Proposed,8,27,711
Proposed,8,28,707
Proposed,8,29,728
Proposed,8,30,715
Proposed,8,31,709
Proposed,8,32,701
Proposed,8,33,715
Proposed,8,34,713
Proposed,8,35,714
Proposed,8,36,711
Proposed,8,37,723
Proposed,8,38,705
Proposed,8,39,722
Proposed,8,40,714
Proposed,8,41,696
Proposed,8,42,713
Proposed,8,43,712
Proposed,8,44,714
Proposed,8,45,706
Proposed,8,46,727
Proposed,8,47,716
Proposed,8,48,709
Proposed,8,49,712
Proposed,8,50,711
Proposed,8,51,704
Proposed,8,52,728
Proposed,8,53,711
Proposed,8,54,698
Proposed,8,55,713
Proposed,8,56,695
Proposed,8,57,708
Proposed,8,58,710
Proposed,8,59,717
Proposed,8,60,706
Proposed,8,61,708
Proposed,8,62,716
Proposed,8,63,702
Proposed,8,64,655
Proposed,8,65,711
Proposed,8,66,712
Proposed,8,67,713
Proposed,8,68,715
Proposed,8,69,711
Proposed,8,70,710
Proposed,8,71,604
Proposed,8,72,700
Proposed,8,73,717
Proposed,8,74,723
Proposed,8,75,720
Proposed,8,76,722
Proposed,8,77,713
Proposed,8,78,716
Proposed,8,79,714
Proposed,8,80,714
Proposed,8,81,708
Proposed,8,82,707
Proposed,8,83,703
Proposed,8,84,704
Proposed,8,85,727
Proposed,8,86,715
Proposed,8,87,709
Proposed,8,88,710
Proposed,8,89,710
Proposed,8,90,704
Proposed,8,91,711
Proposed,8,92,705
Proposed,8,93,703
Proposed,8,94,704
Proposed,8,95,716
Proposed,8,96,717
Proposed,8,97,708
Proposed,8,98,708
Proposed,8,99,704
Proposed,9,0,716
Proposed,9,1,707
Proposed,9,2,685
Proposed,9,3,715
Proposed,9,4,715
Proposed,9,5,706
Proposed,9,6,717
Proposed,9,7,681
Proposed,9,8,653
Proposed,9,9,713
Proposed,9,10,668
Proposed,9,11,708
Proposed,9,12,693
Proposed,9,13,718
Proposed,9,14,707
Proposed,9,15,657
Proposed,9,16,713
Proposed,9,17,720
Proposed,9,18,712
Proposed,9,19,718
Proposed,9,20,722
Proposed,9,21,660
Proposed,9,22,710
Proposed,9,23,715
Proposed,9,24,711
Proposed,9,25,717
Proposed,9,26,718
Proposed,9,27,715
Proposed,9,28,704
Proposed,9,29,694
Proposed,9,30,715
Proposed,9,31,721
Proposed,9,32,707
Proposed,9,33,702
Proposed,9,34,669
Proposed,9,35,687
Proposed,9,36,722
Proposed,9,37,718
Proposed,9,38,652
Proposed,9,39,710
Proposed,9,40,686
Proposed,9,41,716
Proposed,9,42,647
Proposed,9,43,711
Proposed,9,44,653
Proposed,9,45,687
Proposed,9,46,679
Proposed,9,47,705
Proposed,9,48,722
Proposed,9,49,713
Proposed,9,50,721
Proposed,9,51,684
Proposed,9,52,712
Proposed,9,53,662
Proposed,9,54,710
Proposed,9,55,720
Proposed,9,56,705
Proposed,9,57,721
Proposed,9,58,715
Proposed,9,59,669
Proposed,9,60,714
Proposed,9,61,701
Proposed,9,62,707
Proposed,9,63,689
Proposed,9,64,650
Proposed,9,65,665
Proposed,9,66,714
Proposed,9,67,718
Proposed,9,68,686
Proposed,9,69,709
Proposed,9,70,712
Proposed,9,71,709
Proposed,9,72,711
Proposed,9,73,694
Proposed,9,74,704
Proposed,9,75,706
Proposed,9,76,645
Proposed,9,77,658
Proposed,9,78,704
Proposed,9,79,705
Proposed,9,80,716
Proposed,9,81,675
Proposed,9,82,711
Proposed,9,83,658
Proposed,9,84,711
Proposed,9,85,665
Proposed,9,86,657
Proposed,9,87,694
Proposed,9,88,715
Proposed,9,89,719
Proposed,9,90,714
Proposed,9,91,718
Proposed,9,92,719
Proposed,9,93,721
Proposed,9,94,715
Proposed,9,95,707
Proposed,9,96,717
Proposed,9,97,721
Proposed,9,98,719
Proposed,9,99,687
Proposed,10,0,716
Proposed,10,1,722
Proposed,10,2,631
Proposed,10,3,651
Proposed,10,4,711
Proposed,10,5,722
Proposed,10,6,673
Proposed,10,7,715
Proposed,10,8,707
Proposed,10,9,719
Proposed,10,10,720
Proposed,10,11,720
Proposed,10,12,689
Proposed,10,13,723
Proposed,10,14,675
Proposed,10,15,703
Proposed,10,16,708
Proposed,10,17,679
Proposed,10,18,718
Proposed,10,19,656
Proposed,10,20,702
Proposed,10,21,718
Proposed,10,22,709
Proposed,10,23,711
Proposed,10,24,717
Proposed,10,25,719
Proposed,10,26,720
Proposed,10,27,710
Proposed,10,28,710
Proposed,10,29,724
Proposed,10,30,706
Proposed,10,31,715
Proposed,10,32,707
Proposed,10,33,711
Proposed,10,34,720
Proposed,10,35,718
Proposed,10,36,713
Proposed,10,37,719
Proposed,10,38,715
Proposed,10,39,719
Proposed,10,40,655
Proposed,10,41,720
Proposed,10,42,709
Proposed,10,43,722
Proposed,10,44,713
Proposed,10,45,644
Proposed,10,46,730
Proposed,10,47,721
Proposed,10,48,725
Proposed,10,49,718
Proposed,10,50,712
Proposed,10,51,717
Proposed,10,52,719
Proposed,10,53,702
Proposed,10,54,721
Proposed,10,55,724
Proposed,10,56,723
Proposed,10,57,724
Proposed,10,58,717
Proposed,10,59,723
Proposed,10,60,658
Proposed,10,61,717
Proposed,10,62,713
Proposed,10,63,711
Proposed,10,64,719
Proposed,10,65,721
Proposed,10,66,714
Proposed,10,67,719
Proposed,10,68,703
Proposed,10,69,722
Proposed,10,70,721
Proposed,10,71,695
Proposed,10,72,718
Proposed,10,73,723
Proposed,10,74,708
Proposed,10,75,717
Proposed,10,76,724
Proposed,10,77,704
Proposed,10,78,718
Proposed,10,79,724
Proposed,10,80,705
Proposed,10,81,704
Proposed,10,82,708
Proposed,10,83,715
Proposed,10,84,718
Proposed,10,85,700
Proposed,10,86,689
Proposed,10,87,719
Proposed,10,88,718
Proposed,10,89,702
Proposed,10,90,670
Proposed,10,91,715
Proposed,10,92,720
Proposed,10,93,717
Proposed,10,94,724
Proposed,10,95,691
Proposed,10,96,719
Proposed,10,97,711
Proposed,10,98,709
Proposed,10,99,710
Proposed,11,0,723
Proposed,11,1,703
Proposed,11,2,720
Proposed,11,3,663
Proposed,11,4,668
Proposed,11,5,722
Proposed,11,6,722
Proposed,11,7,716
Proposed,11,8,725
Proposed,11,9,723
Proposed,11,10,651
Proposed,11,11,696
Proposed,11,12,722
Proposed,11,13,721
Proposed,11,14,726
Proposed,11,15,694
Proposed,11,16,707
Proposed,11,17,720
Proposed,11,18,724
Proposed,11,19,718
Proposed,11,20,672
Proposed,11,21,708
Proposed,11,22,690
Proposed,11,23,722
Proposed,11,24,720
Proposed,11,25,706
Proposed,11,26,649
Proposed,11,27,715
Proposed,11,28,720
Proposed,11,29,665
Proposed,11,30,727
Proposed,11,31,710
Proposed,11,32,715
Proposed,11,33,709
Proposed,11,34,713
Proposed,11,35,722
Proposed,11,36,705
Proposed,11,37,701
Proposed,11,38,697
Proposed,11,39,718
Proposed,11,40,692
Proposed,11,41,709
Proposed,11,42,714
Proposed,11,43,668
Proposed,11,44,713
Proposed,11,45,679
Proposed,11,46,664
Proposed,11,47,721
Proposed,11,48,707
Proposed,11,49,715
Proposed,11,50,670
Proposed,11,51,723
Proposed,11,52,723
Proposed,11,53,717
Proposed,11,54,720
Proposed,11,55,659
Proposed,11,56,651
Proposed,11,57,706
Proposed,11,58,703
Proposed,11,59,725
Proposed,11,60,709
Proposed,11,61,658
Proposed,11,62,723
Proposed,11,63,716
Proposed,11,64,680
Proposed,11,65,721
Proposed,11,66,725
Proposed,11,67,710
Proposed,11,68,708
Proposed,11,69,663
Proposed,11,70,724
Proposed,11,71,692
Proposed,11,72,723
Proposed,11,73,664
Proposed,11,74,712
Proposed,11,75,710
Proposed,11,76,713
Proposed,11,77,701
Proposed,11,78,687
Proposed,11,79,705
Proposed,11,80,725
Proposed,11,81,714
Proposed,11,82,721
Proposed,11,83,714
Proposed,11,84,711
Proposed,11,85,712
Proposed,11,86,701
Proposed,11,87,726
Proposed,11,88,717
Proposed,11,89,722
Proposed,11,90,719
Proposed,11,91,709
Proposed,11,92,722
Proposed,11,93,652
Proposed,11,94,721
Proposed,11,95,716
Proposed,11,96,718
Proposed,11,97,712
Proposed,11,98,662
Proposed,11,99,714
Proposed,12,0,715
Proposed,12,1,715
Proposed,12,2,710
Proposed,12,3,715
Proposed,12,4,630
Proposed,12,5,723
Proposed,12,6,713
Proposed,12,7,719
Proposed,12,8,724
Proposed,12,9,712
Proposed,12,10,717
Proposed,12,11,707
Proposed,12,12,709
Proposed,12,13,712
Proposed,12,14,647
Proposed,12,15,721
Proposed,12,16,702
Proposed,12,17,723
Proposed,12,18,714
Proposed,12,19,724
Proposed,12,20,674
Proposed,12,21,727
Proposed,12,22,709
Proposed,12,23,721
Proposed,12,24,715
Proposed,12,25,718
Proposed,12,26,721
Proposed,12,27,750
Proposed,12,28,729
Proposed,12,29,722
Proposed,12,30,718
Proposed,12,31,703
Proposed,12,32,717
Proposed,12,33,715
Proposed,12,34,711
Proposed,12,35,720
Proposed,12,36,714
Proposed,12,37,713
Proposed,12,38,712
Proposed,12,39,666
Proposed,12,40,716
Proposed,12,41,708
Proposed,12,42,664
Proposed,12,43,716
Proposed,12,44,707
Proposed,12,45,712
Proposed,12,46,717
Proposed,12,47,637
Proposed,12,48,707
Proposed,12,49,713
Proposed,12,50,709
Proposed,12,51,729
Proposed,12,52,634
Proposed,12,53,712
Proposed,12,54,690
Proposed,12,55,731
Proposed,12,56,718
Proposed,12,57,713
Proposed,12,58,756
Proposed,12,59,701
Proposed,12,60,646
Proposed,12,61,714
Proposed,12,62,625
Proposed,12,63,659
Proposed,12,64,702
Proposed,12,65,720
Proposed,12,66,723
Proposed,12,67,714
